Format,2.0A,
Memory Length,5000,Memory Length,5000,Memory Length,5000,Memory Length,5000,
Trigger Level,6.80V,Trigger Level,6.80V,Trigger Level,6.80V,Trigger Level,6.80V,
Source,CH1,Source,CH2,Source,CH3,Source,CH4,
Label, ,Label, ,Label, ,Label, ,
Probe Ratio,1.000E+01,Probe Ratio,1.000E+01,Probe Ratio,1.000E+01,Probe Ratio,1.000E+01,
Vertical Units,V,Vertical Units,V,Vertical Units,V,Vertical Units,V,
Vertical Scale,1.000E+02,Vertical Scale,5.000E+01,Vertical Scale,5.000E-01,Vertical Scale,5.000E-01,
Vertical Position,1.960E+02,Vertical Position,2.000E+00,Vertical Position,-3.400E-01,Vertical Position,-1.160E+00,
Horizontal Units,S,Horizontal Units,S,Horizontal Units,S,Horizontal Units,S,
Horizontal Scale,1.000E-05,Horizontal Scale,1.000E-05,Horizontal Scale,1.000E-05,Horizontal Scale,1.000E-05,
Horizontal Position,1.728E-04,Horizontal Position,1.728E-04,Horizontal Position,1.728E-04,Horizontal Position,1.728E-04,
Horizontal Mode,Main,Horizontal Mode,Main,Horizontal Mode,Main,Horizontal Mode,Main,
Sampling Period,2.000E-08,Sampling Period,2.000E-08,Sampling Period,2.000E-08,Sampling Period,2.000E-08,
Firmware,V1.13,Firmware,V1.13,Firmware,V1.13,Firmware,V1.13,
Time,16-Aug-16 12:55:26,Time,16-Aug-16 12:55:26,Time,16-Aug-16 12:55:26,Time,16-Aug-16 12:55:26,
Mode,Detail,Mode,Detail,Mode,Detail,Mode,Detail,
Waveform Data,,Waveform Data,,Waveform Data,,Waveform Data,,
1.268000e-04,-4.000000,1.268000e-04,40.000000,1.268000e-04,0.260000,1.268000e-04,0.260000,
1.268200e-04,0.000000,1.268200e-04,42.000000,1.268200e-04,0.240000,1.268200e-04,0.260000,
1.268400e-04,-4.000000,1.268400e-04,40.000000,1.268400e-04,0.240000,1.268400e-04,0.240000,
1.268600e-04,-4.000000,1.268600e-04,38.000000,1.268600e-04,0.260000,1.268600e-04,0.220000,
1.268800e-04,-4.000000,1.268800e-04,40.000000,1.268800e-04,0.260000,1.268800e-04,0.220000,
1.269000e-04,-4.000000,1.269000e-04,42.000000,1.269000e-04,0.240000,1.269000e-04,0.260000,
1.269200e-04,-4.000000,1.269200e-04,44.000000,1.269200e-04,0.220000,1.269200e-04,0.240000,
1.269400e-04,-4.000000,1.269400e-04,42.000000,1.269400e-04,0.240000,1.269400e-04,0.240000,
1.269600e-04,-4.000000,1.269600e-04,42.000000,1.269600e-04,0.240000,1.269600e-04,0.200000,
1.269800e-04,-4.000000,1.269800e-04,42.000000,1.269800e-04,0.240000,1.269800e-04,0.220000,
1.270000e-04,-4.000000,1.270000e-04,44.000000,1.270000e-04,0.240000,1.270000e-04,0.240000,
1.270200e-04,-4.000000,1.270200e-04,46.000000,1.270200e-04,0.240000,1.270200e-04,0.240000,
1.270400e-04,-4.000000,1.270400e-04,46.000000,1.270400e-04,0.260000,1.270400e-04,0.240000,
1.270600e-04,-4.000000,1.270600e-04,48.000000,1.270600e-04,0.260000,1.270600e-04,0.240000,
1.270800e-04,-4.000000,1.270800e-04,48.000000,1.270800e-04,0.260000,1.270800e-04,0.240000,
1.271000e-04,-4.000000,1.271000e-04,48.000000,1.271000e-04,0.260000,1.271000e-04,0.240000,
1.271200e-04,-4.000000,1.271200e-04,48.000000,1.271200e-04,0.260000,1.271200e-04,0.240000,
1.271400e-04,-4.000000,1.271400e-04,50.000000,1.271400e-04,0.260000,1.271400e-04,0.240000,
1.271600e-04,-4.000000,1.271600e-04,48.000000,1.271600e-04,0.260000,1.271600e-04,0.260000,
1.271800e-04,-4.000000,1.271800e-04,50.000000,1.271800e-04,0.240000,1.271800e-04,0.240000,
1.272000e-04,-4.000000,1.272000e-04,50.000000,1.272000e-04,0.260000,1.272000e-04,0.240000,
1.272200e-04,-4.000000,1.272200e-04,52.000000,1.272200e-04,0.260000,1.272200e-04,0.260000,
1.272400e-04,-4.000000,1.272400e-04,52.000000,1.272400e-04,0.240000,1.272400e-04,0.260000,
1.272600e-04,-4.000000,1.272600e-04,52.000000,1.272600e-04,0.260000,1.272600e-04,0.240000,
1.272800e-04,-4.000000,1.272800e-04,52.000000,1.272800e-04,0.260000,1.272800e-04,0.260000,
1.273000e-04,-4.000000,1.273000e-04,54.000000,1.273000e-04,0.260000,1.273000e-04,0.240000,
1.273200e-04,-4.000000,1.273200e-04,54.000000,1.273200e-04,0.260000,1.273200e-04,0.260000,
1.273400e-04,-4.000000,1.273400e-04,54.000000,1.273400e-04,0.260000,1.273400e-04,0.260000,
1.273600e-04,-4.000000,1.273600e-04,54.000000,1.273600e-04,0.260000,1.273600e-04,0.260000,
1.273800e-04,-4.000000,1.273800e-04,54.000000,1.273800e-04,0.260000,1.273800e-04,0.240000,
1.274000e-04,-4.000000,1.274000e-04,56.000000,1.274000e-04,0.260000,1.274000e-04,0.260000,
1.274200e-04,-4.000000,1.274200e-04,56.000000,1.274200e-04,0.280000,1.274200e-04,0.260000,
1.274400e-04,-4.000000,1.274400e-04,56.000000,1.274400e-04,0.260000,1.274400e-04,0.240000,
1.274600e-04,-4.000000,1.274600e-04,56.000000,1.274600e-04,0.260000,1.274600e-04,0.240000,
1.274800e-04,-4.000000,1.274800e-04,56.000000,1.274800e-04,0.260000,1.274800e-04,0.240000,
1.275000e-04,-4.000000,1.275000e-04,56.000000,1.275000e-04,0.260000,1.275000e-04,0.240000,
1.275200e-04,-4.000000,1.275200e-04,58.000000,1.275200e-04,0.260000,1.275200e-04,0.240000,
1.275400e-04,-4.000000,1.275400e-04,58.000000,1.275400e-04,0.260000,1.275400e-04,0.260000,
1.275600e-04,-4.000000,1.275600e-04,58.000000,1.275600e-04,0.280000,1.275600e-04,0.260000,
1.275800e-04,-4.000000,1.275800e-04,58.000000,1.275800e-04,0.260000,1.275800e-04,0.240000,
1.276000e-04,-4.000000,1.276000e-04,58.000000,1.276000e-04,0.280000,1.276000e-04,0.260000,
1.276200e-04,-4.000000,1.276200e-04,58.000000,1.276200e-04,0.260000,1.276200e-04,0.240000,
1.276400e-04,-4.000000,1.276400e-04,58.000000,1.276400e-04,0.260000,1.276400e-04,0.240000,
1.276600e-04,-4.000000,1.276600e-04,58.000000,1.276600e-04,0.260000,1.276600e-04,0.240000,
1.276800e-04,-4.000000,1.276800e-04,58.000000,1.276800e-04,0.280000,1.276800e-04,0.240000,
1.277000e-04,-4.000000,1.277000e-04,60.000000,1.277000e-04,0.260000,1.277000e-04,0.260000,
1.277200e-04,-4.000000,1.277200e-04,60.000000,1.277200e-04,0.260000,1.277200e-04,0.240000,
1.277400e-04,-4.000000,1.277400e-04,58.000000,1.277400e-04,0.260000,1.277400e-04,0.240000,
1.277600e-04,-4.000000,1.277600e-04,60.000000,1.277600e-04,0.260000,1.277600e-04,0.240000,
1.277800e-04,-4.000000,1.277800e-04,60.000000,1.277800e-04,0.260000,1.277800e-04,0.260000,
1.278000e-04,-4.000000,1.278000e-04,60.000000,1.278000e-04,0.280000,1.278000e-04,0.240000,
1.278200e-04,-4.000000,1.278200e-04,58.000000,1.278200e-04,0.260000,1.278200e-04,0.260000,
1.278400e-04,-4.000000,1.278400e-04,60.000000,1.278400e-04,0.260000,1.278400e-04,0.240000,
1.278600e-04,-4.000000,1.278600e-04,58.000000,1.278600e-04,0.260000,1.278600e-04,0.240000,
1.278800e-04,-4.000000,1.278800e-04,58.000000,1.278800e-04,0.260000,1.278800e-04,0.260000,
1.279000e-04,-4.000000,1.279000e-04,60.000000,1.279000e-04,0.260000,1.279000e-04,0.260000,
1.279200e-04,-4.000000,1.279200e-04,60.000000,1.279200e-04,0.260000,1.279200e-04,0.240000,
1.279400e-04,-4.000000,1.279400e-04,60.000000,1.279400e-04,0.260000,1.279400e-04,0.240000,
1.279600e-04,-4.000000,1.279600e-04,60.000000,1.279600e-04,0.240000,1.279600e-04,0.220000,
1.279800e-04,-4.000000,1.279800e-04,58.000000,1.279800e-04,0.260000,1.279800e-04,0.220000,
1.280000e-04,0.000000,1.280000e-04,58.000000,1.280000e-04,0.240000,1.280000e-04,0.240000,
1.280200e-04,-4.000000,1.280200e-04,58.000000,1.280200e-04,0.260000,1.280200e-04,0.240000,
1.280400e-04,-4.000000,1.280400e-04,58.000000,1.280400e-04,0.240000,1.280400e-04,0.220000,
1.280600e-04,-4.000000,1.280600e-04,58.000000,1.280600e-04,0.240000,1.280600e-04,0.240000,
1.280800e-04,-4.000000,1.280800e-04,58.000000,1.280800e-04,0.240000,1.280800e-04,0.220000,
1.281000e-04,-4.000000,1.281000e-04,58.000000,1.281000e-04,0.260000,1.281000e-04,0.220000,
1.281200e-04,-4.000000,1.281200e-04,58.000000,1.281200e-04,0.240000,1.281200e-04,0.240000,
1.281400e-04,0.000000,1.281400e-04,58.000000,1.281400e-04,0.240000,1.281400e-04,0.220000,
1.281600e-04,-4.000000,1.281600e-04,56.000000,1.281600e-04,0.240000,1.281600e-04,0.220000,
1.281800e-04,-4.000000,1.281800e-04,56.000000,1.281800e-04,0.240000,1.281800e-04,0.220000,
1.282000e-04,-4.000000,1.282000e-04,56.000000,1.282000e-04,0.240000,1.282000e-04,0.220000,
1.282200e-04,0.000000,1.282200e-04,56.000000,1.282200e-04,0.240000,1.282200e-04,0.220000,
1.282400e-04,-4.000000,1.282400e-04,56.000000,1.282400e-04,0.240000,1.282400e-04,0.220000,
1.282600e-04,-4.000000,1.282600e-04,56.000000,1.282600e-04,0.240000,1.282600e-04,0.220000,
1.282800e-04,-4.000000,1.282800e-04,54.000000,1.282800e-04,0.240000,1.282800e-04,0.220000,
1.283000e-04,0.000000,1.283000e-04,54.000000,1.283000e-04,0.220000,1.283000e-04,0.220000,
1.283200e-04,0.000000,1.283200e-04,54.000000,1.283200e-04,0.220000,1.283200e-04,0.220000,
1.283400e-04,0.000000,1.283400e-04,54.000000,1.283400e-04,0.220000,1.283400e-04,0.220000,
1.283600e-04,0.000000,1.283600e-04,54.000000,1.283600e-04,0.220000,1.283600e-04,0.220000,
1.283800e-04,0.000000,1.283800e-04,54.000000,1.283800e-04,0.220000,1.283800e-04,0.220000,
1.284000e-04,0.000000,1.284000e-04,52.000000,1.284000e-04,0.220000,1.284000e-04,0.200000,
1.284200e-04,-4.000000,1.284200e-04,52.000000,1.284200e-04,0.220000,1.284200e-04,0.200000,
1.284400e-04,-4.000000,1.284400e-04,52.000000,1.284400e-04,0.200000,1.284400e-04,0.220000,
1.284600e-04,-4.000000,1.284600e-04,52.000000,1.284600e-04,0.220000,1.284600e-04,0.200000,
1.284800e-04,-4.000000,1.284800e-04,50.000000,1.284800e-04,0.220000,1.284800e-04,0.200000,
1.285000e-04,0.000000,1.285000e-04,50.000000,1.285000e-04,0.200000,1.285000e-04,0.200000,
1.285200e-04,0.000000,1.285200e-04,50.000000,1.285200e-04,0.220000,1.285200e-04,0.180000,
1.285400e-04,0.000000,1.285400e-04,48.000000,1.285400e-04,0.200000,1.285400e-04,0.200000,
1.285600e-04,0.000000,1.285600e-04,48.000000,1.285600e-04,0.200000,1.285600e-04,0.180000,
1.285800e-04,0.000000,1.285800e-04,48.000000,1.285800e-04,0.220000,1.285800e-04,0.180000,
1.286000e-04,0.000000,1.286000e-04,48.000000,1.286000e-04,0.200000,1.286000e-04,0.180000,
1.286200e-04,0.000000,1.286200e-04,48.000000,1.286200e-04,0.200000,1.286200e-04,0.180000,
1.286400e-04,0.000000,1.286400e-04,48.000000,1.286400e-04,0.200000,1.286400e-04,0.180000,
1.286600e-04,0.000000,1.286600e-04,46.000000,1.286600e-04,0.200000,1.286600e-04,0.180000,
1.286800e-04,0.000000,1.286800e-04,46.000000,1.286800e-04,0.200000,1.286800e-04,0.180000,
1.287000e-04,0.000000,1.287000e-04,44.000000,1.287000e-04,0.180000,1.287000e-04,0.160000,
1.287200e-04,0.000000,1.287200e-04,44.000000,1.287200e-04,0.200000,1.287200e-04,0.180000,
1.287400e-04,0.000000,1.287400e-04,44.000000,1.287400e-04,0.200000,1.287400e-04,0.160000,
1.287600e-04,0.000000,1.287600e-04,44.000000,1.287600e-04,0.180000,1.287600e-04,0.160000,
1.287800e-04,0.000000,1.287800e-04,44.000000,1.287800e-04,0.180000,1.287800e-04,0.160000,
1.288000e-04,0.000000,1.288000e-04,42.000000,1.288000e-04,0.180000,1.288000e-04,0.160000,
1.288200e-04,0.000000,1.288200e-04,42.000000,1.288200e-04,0.180000,1.288200e-04,0.160000,
1.288400e-04,0.000000,1.288400e-04,42.000000,1.288400e-04,0.180000,1.288400e-04,0.160000,
1.288600e-04,0.000000,1.288600e-04,40.000000,1.288600e-04,0.180000,1.288600e-04,0.140000,
1.288800e-04,0.000000,1.288800e-04,40.000000,1.288800e-04,0.160000,1.288800e-04,0.140000,
1.289000e-04,0.000000,1.289000e-04,40.000000,1.289000e-04,0.160000,1.289000e-04,0.140000,
1.289200e-04,0.000000,1.289200e-04,38.000000,1.289200e-04,0.180000,1.289200e-04,0.140000,
1.289400e-04,0.000000,1.289400e-04,36.000000,1.289400e-04,0.160000,1.289400e-04,0.140000,
1.289600e-04,-4.000000,1.289600e-04,36.000000,1.289600e-04,0.160000,1.289600e-04,0.140000,
1.289800e-04,0.000000,1.289800e-04,36.000000,1.289800e-04,0.160000,1.289800e-04,0.140000,
1.290000e-04,0.000000,1.290000e-04,36.000000,1.290000e-04,0.160000,1.290000e-04,0.120000,
1.290200e-04,-4.000000,1.290200e-04,34.000000,1.290200e-04,0.160000,1.290200e-04,0.120000,
1.290400e-04,-4.000000,1.290400e-04,34.000000,1.290400e-04,0.140000,1.290400e-04,0.120000,
1.290600e-04,0.000000,1.290600e-04,32.000000,1.290600e-04,0.140000,1.290600e-04,0.120000,
1.290800e-04,-4.000000,1.290800e-04,32.000000,1.290800e-04,0.140000,1.290800e-04,0.120000,
1.291000e-04,0.000000,1.291000e-04,32.000000,1.291000e-04,0.140000,1.291000e-04,0.120000,
1.291200e-04,0.000000,1.291200e-04,32.000000,1.291200e-04,0.140000,1.291200e-04,0.120000,
1.291400e-04,0.000000,1.291400e-04,30.000000,1.291400e-04,0.120000,1.291400e-04,0.120000,
1.291600e-04,0.000000,1.291600e-04,30.000000,1.291600e-04,0.120000,1.291600e-04,0.120000,
1.291800e-04,-4.000000,1.291800e-04,28.000000,1.291800e-04,0.140000,1.291800e-04,0.100000,
1.292000e-04,-4.000000,1.292000e-04,28.000000,1.292000e-04,0.120000,1.292000e-04,0.100000,
1.292200e-04,0.000000,1.292200e-04,28.000000,1.292200e-04,0.120000,1.292200e-04,0.120000,
1.292400e-04,0.000000,1.292400e-04,26.000000,1.292400e-04,0.120000,1.292400e-04,0.120000,
1.292600e-04,0.000000,1.292600e-04,26.000000,1.292600e-04,0.120000,1.292600e-04,0.100000,
1.292800e-04,0.000000,1.292800e-04,26.000000,1.292800e-04,0.120000,1.292800e-04,0.100000,
1.293000e-04,0.000000,1.293000e-04,24.000000,1.293000e-04,0.120000,1.293000e-04,0.080000,
1.293200e-04,0.000000,1.293200e-04,24.000000,1.293200e-04,0.100000,1.293200e-04,0.100000,
1.293400e-04,-4.000000,1.293400e-04,22.000000,1.293400e-04,0.100000,1.293400e-04,0.100000,
1.293600e-04,-4.000000,1.293600e-04,22.000000,1.293600e-04,0.100000,1.293600e-04,0.080000,
1.293800e-04,-4.000000,1.293800e-04,20.000000,1.293800e-04,0.100000,1.293800e-04,0.080000,
1.294000e-04,0.000000,1.294000e-04,20.000000,1.294000e-04,0.100000,1.294000e-04,0.080000,
1.294200e-04,0.000000,1.294200e-04,20.000000,1.294200e-04,0.100000,1.294200e-04,0.060000,
1.294400e-04,0.000000,1.294400e-04,20.000000,1.294400e-04,0.100000,1.294400e-04,0.060000,
1.294600e-04,-4.000000,1.294600e-04,18.000000,1.294600e-04,0.100000,1.294600e-04,0.060000,
1.294800e-04,-4.000000,1.294800e-04,18.000000,1.294800e-04,0.080000,1.294800e-04,0.080000,
1.295000e-04,-4.000000,1.295000e-04,18.000000,1.295000e-04,0.080000,1.295000e-04,0.060000,
1.295200e-04,0.000000,1.295200e-04,16.000000,1.295200e-04,0.080000,1.295200e-04,0.040000,
1.295400e-04,0.000000,1.295400e-04,14.000000,1.295400e-04,0.080000,1.295400e-04,0.060000,
1.295600e-04,-4.000000,1.295600e-04,14.000000,1.295600e-04,0.060000,1.295600e-04,0.040000,
1.295800e-04,-4.000000,1.295800e-04,14.000000,1.295800e-04,0.080000,1.295800e-04,0.040000,
1.296000e-04,0.000000,1.296000e-04,12.000000,1.296000e-04,0.080000,1.296000e-04,0.040000,
1.296200e-04,0.000000,1.296200e-04,12.000000,1.296200e-04,0.080000,1.296200e-04,0.020000,
1.296400e-04,0.000000,1.296400e-04,12.000000,1.296400e-04,0.080000,1.296400e-04,0.040000,
1.296600e-04,-4.000000,1.296600e-04,10.000000,1.296600e-04,0.060000,1.296600e-04,0.040000,
1.296800e-04,-4.000000,1.296800e-04,10.000000,1.296800e-04,0.060000,1.296800e-04,0.020000,
1.297000e-04,0.000000,1.297000e-04,10.000000,1.297000e-04,0.060000,1.297000e-04,0.020000,
1.297200e-04,0.000000,1.297200e-04,8.000000,1.297200e-04,0.060000,1.297200e-04,0.020000,
1.297400e-04,-4.000000,1.297400e-04,8.000000,1.297400e-04,0.040000,1.297400e-04,0.020000,
1.297600e-04,0.000000,1.297600e-04,8.000000,1.297600e-04,0.040000,1.297600e-04,0.020000,
1.297800e-04,0.000000,1.297800e-04,6.000000,1.297800e-04,0.040000,1.297800e-04,0.020000,
1.298000e-04,-4.000000,1.298000e-04,6.000000,1.298000e-04,0.040000,1.298000e-04,0.020000,
1.298200e-04,0.000000,1.298200e-04,4.000000,1.298200e-04,0.040000,1.298200e-04,0.020000,
1.298400e-04,0.000000,1.298400e-04,4.000000,1.298400e-04,0.040000,1.298400e-04,0.020000,
1.298600e-04,0.000000,1.298600e-04,4.000000,1.298600e-04,0.040000,1.298600e-04,0.000000,
1.298800e-04,0.000000,1.298800e-04,2.000000,1.298800e-04,0.040000,1.298800e-04,0.000000,
1.299000e-04,0.000000,1.299000e-04,2.000000,1.299000e-04,0.040000,1.299000e-04,0.000000,
1.299200e-04,0.000000,1.299200e-04,2.000000,1.299200e-04,0.020000,1.299200e-04,0.000000,
1.299400e-04,-4.000000,1.299400e-04,0.000000,1.299400e-04,0.020000,1.299400e-04,0.000000,
1.299600e-04,0.000000,1.299600e-04,0.000000,1.299600e-04,0.020000,1.299600e-04,0.000000,
1.299800e-04,0.000000,1.299800e-04,0.000000,1.299800e-04,0.020000,1.299800e-04,0.000000,
1.300000e-04,0.000000,1.300000e-04,-2.000000,1.300000e-04,0.020000,1.300000e-04,-0.020000,
1.300200e-04,-4.000000,1.300200e-04,-2.000000,1.300200e-04,0.020000,1.300200e-04,-0.020000,
1.300400e-04,0.000000,1.300400e-04,-2.000000,1.300400e-04,0.020000,1.300400e-04,-0.020000,
1.300600e-04,0.000000,1.300600e-04,-2.000000,1.300600e-04,0.020000,1.300600e-04,-0.020000,
1.300800e-04,0.000000,1.300800e-04,-4.000000,1.300800e-04,0.020000,1.300800e-04,-0.020000,
1.301000e-04,-4.000000,1.301000e-04,-4.000000,1.301000e-04,0.000000,1.301000e-04,-0.020000,
1.301200e-04,0.000000,1.301200e-04,-6.000000,1.301200e-04,0.000000,1.301200e-04,-0.020000,
1.301400e-04,-4.000000,1.301400e-04,-6.000000,1.301400e-04,0.000000,1.301400e-04,-0.020000,
1.301600e-04,0.000000,1.301600e-04,-6.000000,1.301600e-04,0.000000,1.301600e-04,-0.040000,
1.301800e-04,0.000000,1.301800e-04,-8.000000,1.301800e-04,0.000000,1.301800e-04,-0.020000,
1.302000e-04,-4.000000,1.302000e-04,-10.000000,1.302000e-04,0.000000,1.302000e-04,-0.040000,
1.302200e-04,0.000000,1.302200e-04,-8.000000,1.302200e-04,-0.020000,1.302200e-04,-0.040000,
1.302400e-04,0.000000,1.302400e-04,-10.000000,1.302400e-04,-0.020000,1.302400e-04,-0.040000,
1.302600e-04,0.000000,1.302600e-04,-10.000000,1.302600e-04,-0.020000,1.302600e-04,-0.040000,
1.302800e-04,0.000000,1.302800e-04,-10.000000,1.302800e-04,-0.020000,1.302800e-04,-0.040000,
1.303000e-04,0.000000,1.303000e-04,-10.000000,1.303000e-04,-0.020000,1.303000e-04,-0.060000,
1.303200e-04,-4.000000,1.303200e-04,-12.000000,1.303200e-04,-0.020000,1.303200e-04,-0.060000,
1.303400e-04,0.000000,1.303400e-04,-12.000000,1.303400e-04,-0.020000,1.303400e-04,-0.040000,
1.303600e-04,-4.000000,1.303600e-04,-12.000000,1.303600e-04,-0.020000,1.303600e-04,-0.060000,
1.303800e-04,0.000000,1.303800e-04,-14.000000,1.303800e-04,-0.020000,1.303800e-04,-0.060000,
1.304000e-04,0.000000,1.304000e-04,-14.000000,1.304000e-04,-0.020000,1.304000e-04,-0.060000,
1.304200e-04,0.000000,1.304200e-04,-14.000000,1.304200e-04,-0.020000,1.304200e-04,-0.040000,
1.304400e-04,0.000000,1.304400e-04,-16.000000,1.304400e-04,-0.020000,1.304400e-04,-0.060000,
1.304600e-04,0.000000,1.304600e-04,-16.000000,1.304600e-04,-0.020000,1.304600e-04,-0.060000,
1.304800e-04,0.000000,1.304800e-04,-16.000000,1.304800e-04,-0.020000,1.304800e-04,-0.060000,
1.305000e-04,0.000000,1.305000e-04,-18.000000,1.305000e-04,-0.040000,1.305000e-04,-0.080000,
1.305200e-04,0.000000,1.305200e-04,-18.000000,1.305200e-04,-0.040000,1.305200e-04,-0.080000,
1.305400e-04,0.000000,1.305400e-04,-18.000000,1.305400e-04,-0.040000,1.305400e-04,-0.060000,
1.305600e-04,-4.000000,1.305600e-04,-18.000000,1.305600e-04,-0.040000,1.305600e-04,-0.080000,
1.305800e-04,0.000000,1.305800e-04,-20.000000,1.305800e-04,-0.040000,1.305800e-04,-0.080000,
1.306000e-04,0.000000,1.306000e-04,-18.000000,1.306000e-04,-0.060000,1.306000e-04,-0.080000,
1.306200e-04,-4.000000,1.306200e-04,-20.000000,1.306200e-04,-0.040000,1.306200e-04,-0.080000,
1.306400e-04,-4.000000,1.306400e-04,-20.000000,1.306400e-04,-0.040000,1.306400e-04,-0.080000,
1.306600e-04,0.000000,1.306600e-04,-22.000000,1.306600e-04,-0.040000,1.306600e-04,-0.080000,
1.306800e-04,0.000000,1.306800e-04,-22.000000,1.306800e-04,-0.060000,1.306800e-04,-0.100000,
1.307000e-04,-4.000000,1.307000e-04,-22.000000,1.307000e-04,-0.060000,1.307000e-04,-0.100000,
1.307200e-04,0.000000,1.307200e-04,-22.000000,1.307200e-04,-0.060000,1.307200e-04,-0.080000,
1.307400e-04,0.000000,1.307400e-04,-24.000000,1.307400e-04,-0.060000,1.307400e-04,-0.100000,
1.307600e-04,0.000000,1.307600e-04,-24.000000,1.307600e-04,-0.060000,1.307600e-04,-0.100000,
1.307800e-04,-4.000000,1.307800e-04,-24.000000,1.307800e-04,-0.060000,1.307800e-04,-0.100000,
1.308000e-04,-4.000000,1.308000e-04,-24.000000,1.308000e-04,-0.060000,1.308000e-04,-0.080000,
1.308200e-04,0.000000,1.308200e-04,-24.000000,1.308200e-04,-0.060000,1.308200e-04,-0.100000,
1.308400e-04,0.000000,1.308400e-04,-26.000000,1.308400e-04,-0.060000,1.308400e-04,-0.100000,
1.308600e-04,-4.000000,1.308600e-04,-26.000000,1.308600e-04,-0.060000,1.308600e-04,-0.100000,
1.308800e-04,-4.000000,1.308800e-04,-26.000000,1.308800e-04,-0.060000,1.308800e-04,-0.100000,
1.309000e-04,-4.000000,1.309000e-04,-26.000000,1.309000e-04,-0.060000,1.309000e-04,-0.100000,
1.309200e-04,-4.000000,1.309200e-04,-28.000000,1.309200e-04,-0.060000,1.309200e-04,-0.100000,
1.309400e-04,0.000000,1.309400e-04,-28.000000,1.309400e-04,-0.060000,1.309400e-04,-0.100000,
1.309600e-04,0.000000,1.309600e-04,-28.000000,1.309600e-04,-0.080000,1.309600e-04,-0.100000,
1.309800e-04,0.000000,1.309800e-04,-28.000000,1.309800e-04,-0.080000,1.309800e-04,-0.100000,
1.310000e-04,0.000000,1.310000e-04,-30.000000,1.310000e-04,-0.080000,1.310000e-04,-0.100000,
1.310200e-04,0.000000,1.310200e-04,-28.000000,1.310200e-04,-0.080000,1.310200e-04,-0.120000,
1.310400e-04,0.000000,1.310400e-04,-28.000000,1.310400e-04,-0.080000,1.310400e-04,-0.100000,
1.310600e-04,0.000000,1.310600e-04,-30.000000,1.310600e-04,-0.080000,1.310600e-04,-0.120000,
1.310800e-04,-4.000000,1.310800e-04,-30.000000,1.310800e-04,-0.080000,1.310800e-04,-0.120000,
1.311000e-04,-4.000000,1.311000e-04,-30.000000,1.311000e-04,-0.060000,1.311000e-04,-0.120000,
1.311200e-04,0.000000,1.311200e-04,-30.000000,1.311200e-04,-0.060000,1.311200e-04,-0.120000,
1.311400e-04,0.000000,1.311400e-04,-30.000000,1.311400e-04,-0.080000,1.311400e-04,-0.120000,
1.311600e-04,0.000000,1.311600e-04,-32.000000,1.311600e-04,-0.080000,1.311600e-04,-0.120000,
1.311800e-04,0.000000,1.311800e-04,-30.000000,1.311800e-04,-0.080000,1.311800e-04,-0.120000,
1.312000e-04,-4.000000,1.312000e-04,-30.000000,1.312000e-04,-0.080000,1.312000e-04,-0.120000,
1.312200e-04,-4.000000,1.312200e-04,-32.000000,1.312200e-04,-0.080000,1.312200e-04,-0.120000,
1.312400e-04,0.000000,1.312400e-04,-32.000000,1.312400e-04,-0.080000,1.312400e-04,-0.120000,
1.312600e-04,-4.000000,1.312600e-04,-32.000000,1.312600e-04,-0.080000,1.312600e-04,-0.120000,
1.312800e-04,0.000000,1.312800e-04,-32.000000,1.312800e-04,-0.080000,1.312800e-04,-0.120000,
1.313000e-04,-4.000000,1.313000e-04,-32.000000,1.313000e-04,-0.080000,1.313000e-04,-0.120000,
1.313200e-04,0.000000,1.313200e-04,-32.000000,1.313200e-04,-0.080000,1.313200e-04,-0.120000,
1.313400e-04,0.000000,1.313400e-04,-32.000000,1.313400e-04,-0.100000,1.313400e-04,-0.120000,
1.313600e-04,0.000000,1.313600e-04,-34.000000,1.313600e-04,-0.100000,1.313600e-04,-0.120000,
1.313800e-04,0.000000,1.313800e-04,-34.000000,1.313800e-04,-0.100000,1.313800e-04,-0.140000,
1.314000e-04,0.000000,1.314000e-04,-34.000000,1.314000e-04,-0.100000,1.314000e-04,-0.140000,
1.314200e-04,-4.000000,1.314200e-04,-34.000000,1.314200e-04,-0.100000,1.314200e-04,-0.120000,
1.314400e-04,0.000000,1.314400e-04,-34.000000,1.314400e-04,-0.100000,1.314400e-04,-0.140000,
1.314600e-04,-4.000000,1.314600e-04,-34.000000,1.314600e-04,-0.100000,1.314600e-04,-0.120000,
1.314800e-04,0.000000,1.314800e-04,-34.000000,1.314800e-04,-0.100000,1.314800e-04,-0.140000,
1.315000e-04,-4.000000,1.315000e-04,-34.000000,1.315000e-04,-0.100000,1.315000e-04,-0.140000,
1.315200e-04,0.000000,1.315200e-04,-34.000000,1.315200e-04,-0.100000,1.315200e-04,-0.120000,
1.315400e-04,0.000000,1.315400e-04,-34.000000,1.315400e-04,-0.080000,1.315400e-04,-0.140000,
1.315600e-04,0.000000,1.315600e-04,-34.000000,1.315600e-04,-0.100000,1.315600e-04,-0.140000,
1.315800e-04,0.000000,1.315800e-04,-36.000000,1.315800e-04,-0.100000,1.315800e-04,-0.120000,
1.316000e-04,-4.000000,1.316000e-04,-34.000000,1.316000e-04,-0.100000,1.316000e-04,-0.120000,
1.316200e-04,0.000000,1.316200e-04,-34.000000,1.316200e-04,-0.100000,1.316200e-04,-0.140000,
